Response Sound,Response Date,Correct Response,Incorrect Response,Response Time,Room Encounterd In
e,30/11/2021 09:47:24,1,0,1,Room1
o,30/11/2021 09:47:34,1,0,1,Room1
so,30/11/2021 09:47:55,1,0,1,Room3
sa,30/11/2021 09:48:11,0,1,3,Room3
sa,30/11/2021 09:48:23,1,0,2,Room3
so,30/11/2021 09:48:35,1,0,1,Room3
su,30/11/2021 09:48:46,1,0,1,Room3
so,30/11/2021 09:48:57,1,0,1,Room3
shi,30/11/2021 09:49:09,1,0,1,Room3
so,30/11/2021 09:49:25,1,0,1,Room3
se,30/11/2021 09:49:35,1,0,1,Room3
so,30/11/2021 09:49:46,1,0,1,Room3
su,30/11/2021 09:49:58,1,0,2,Room3
so,30/11/2021 09:50:10,1,0,2,Room3
su,30/11/2021 09:50:22,1,0,1,Room3
so,30/11/2021 09:50:34,1,0,1,Room3
shi,30/11/2021 09:50:45,1,0,1,Room3
su,30/11/2021 09:50:57,1,0,2,Room3
se,30/11/2021 09:51:09,1,0,1,Room3
su,30/11/2021 09:51:22,1,0,1,Room3
se,30/11/2021 09:51:33,1,0,1,Room3
shi,30/11/2021 09:51:43,1,0,1,Room3
sa,30/11/2021 09:51:55,1,0,2,Room3
so,30/11/2021 09:52:07,1,0,1,Room3
se,30/11/2021 09:52:19,1,0,2,Room3
shi,30/11/2021 09:52:28,1,0,1,Room3
se,30/11/2021 09:52:43,1,0,2,Room3
su,30/11/2021 09:52:53,1,0,1,Room3
se,30/11/2021 09:53:04,1,0,1,Room3
so,30/11/2021 09:53:15,1,0,1,Room3
su,30/11/2021 09:53:26,1,0,1,Room3
se,30/11/2021 09:53:38,1,0,2,Room3
shi,30/11/2021 09:53:48,1,0,1,Room3
sa,30/11/2021 09:54:00,1,0,1,Room3
ta,30/11/2021 09:54:32,1,0,1,Room4
to,30/11/2021 09:54:43,1,0,1,Room4
tsu,30/11/2021 09:54:53,1,0,1,Room4
to,30/11/2021 09:55:04,1,0,1,Room4
chi,30/11/2021 09:55:14,1,0,1,Room4
ta,30/11/2021 09:55:25,1,0,1,Room4
te,30/11/2021 09:55:36,1,0,2,Room4
ta,30/11/2021 09:55:46,1,0,1,Room4
te,30/11/2021 09:55:58,1,0,1,Room4
ta,30/11/2021 09:56:10,1,0,1,Room4
te,30/11/2021 09:56:21,1,0,1,Room4
to,30/11/2021 09:56:32,1,0,1,Room4
te,30/11/2021 09:56:44,1,0,1,Room4
ta,30/11/2021 09:56:54,1,0,1,Room4
chi,30/11/2021 09:57:04,1,0,1,Room4
te,30/11/2021 09:57:16,1,0,2,Room4
ta,30/11/2021 09:57:34,1,0,1,Room4
tsu,30/11/2021 09:57:46,1,0,1,Room4
te,30/11/2021 09:57:57,1,0,1,Room4
chi,30/11/2021 09:58:08,1,0,1,Room4
tsu,30/11/2021 09:58:19,1,0,1,Room4
na,30/11/2021 09:58:36,1,0,1,Room5
nu,30/11/2021 09:58:50,1,0,1,Room5
ne,30/11/2021 09:59:01,1,0,1,Room5
na,30/11/2021 09:59:12,1,0,1,Room5
ne,30/11/2021 09:59:22,1,0,1,Room5
ni,30/11/2021 09:59:35,1,0,3,Room5
nu,30/11/2021 09:59:50,0,1,4,Room5
nu,30/11/2021 10:00:04,1,0,2,Room5
no,30/11/2021 10:00:14,1,0,1,Room5
nu,30/11/2021 10:00:25,1,0,1,Room5
no,30/11/2021 10:00:37,1,0,1,Room5
na,30/11/2021 10:00:52,1,0,1,Room5
no,30/11/2021 10:01:04,1,0,1,Room5
nu,30/11/2021 10:01:15,1,0,1,Room5
no,30/11/2021 10:01:27,1,0,2,Room5
ne,30/11/2021 10:01:39,1,0,1,Room5
na,30/11/2021 10:01:53,1,0,1,Room5
ne,30/11/2021 10:02:04,1,0,1,Room5
ni,30/11/2021 10:02:15,1,0,1,Room5
no,30/11/2021 10:02:26,1,0,1,Room5
ni,30/11/2021 10:02:36,1,0,1,Room5
na,30/11/2021 10:02:47,1,0,1,Room5
fu,30/11/2021 10:14:30,1,0,1,Room6
ha,30/11/2021 10:14:40,1,0,1,Room6
ho,30/11/2021 10:14:51,1,0,1,Room6
ha,30/11/2021 10:15:03,1,0,1,Room6
hi,30/11/2021 10:15:14,1,0,2,Room6
ho,30/11/2021 10:15:25,1,0,1,Room6
hi,30/11/2021 10:15:36,1,0,1,Room6
fu,30/11/2021 10:15:45,1,0,1,Room6
hi,30/11/2021 10:15:58,1,0,2,Room6
he,30/11/2021 10:16:08,1,0,1,Room6
ha,30/11/2021 10:16:19,1,0,1,Room6
fu,30/11/2021 10:16:30,1,0,1,Room6
hi,30/11/2021 10:16:40,1,0,1,Room6
he,30/11/2021 10:16:59,1,0,1,Room6
fu,30/11/2021 10:17:10,1,0,1,Room6
ha,30/11/2021 10:17:22,1,0,1,Room6
fu,30/11/2021 10:17:32,1,0,1,Room6
ha,30/11/2021 10:17:43,1,0,1,Room6
he,30/11/2021 10:17:54,1,0,1,Room6
fu,30/11/2021 10:18:06,1,0,1,Room6
hi,30/11/2021 10:18:17,1,0,1,Room6
ho,30/11/2021 10:18:27,1,0,1,Room6
hi,30/11/2021 10:18:37,1,0,1,Room6
me,30/11/2021 10:19:34,0,1,2,Room7
me,30/11/2021 10:19:47,1,0,1,Room7
mi,30/11/2021 10:19:58,1,0,1,Room7
mu,30/11/2021 10:20:09,1,0,1,Room7
me,30/11/2021 10:20:20,1,0,2,Room7
ma,30/11/2021 10:20:31,1,0,1,Room7
mo,30/11/2021 10:20:42,1,0,1,Room7
mu,30/11/2021 10:20:52,1,0,1,Room7
ma,30/11/2021 10:21:02,1,0,1,Room7
me,30/11/2021 10:21:14,1,0,1,Room7
mu,30/11/2021 10:21:29,1,0,1,Room7
mi,30/11/2021 10:21:42,1,0,3,Room7
ma,30/11/2021 10:21:53,1,0,1,Room7
mo,30/11/2021 10:22:05,1,0,2,Room7
ma,30/11/2021 10:22:15,1,0,1,Room7
mu,30/11/2021 10:22:26,1,0,1,Room7
ma,30/11/2021 10:22:39,1,0,1,Room7
mi,30/11/2021 10:22:50,1,0,1,Room7
ma,30/11/2021 10:23:04,1,0,1,Room7
yu,30/11/2021 10:23:38,1,0,1,Room8
yo,30/11/2021 10:23:51,0,1,1,Room8
yo,30/11/2021 10:24:03,1,0,1,Room8
ya,30/11/2021 10:24:13,1,0,1,Room8
yu,30/11/2021 10:24:25,1,0,1,Room8
ya,30/11/2021 10:24:37,1,0,2,Room8
yu,30/11/2021 10:24:47,1,0,1,Room8
yo,30/11/2021 10:24:57,1,0,1,Room8
ya,30/11/2021 10:25:07,1,0,1,Room8
yu,30/11/2021 10:25:20,1,0,2,Room8
yo,30/11/2021 10:25:36,1,0,1,Room8
ri,30/11/2021 10:26:32,1,0,1,Room9
ra,30/11/2021 10:26:43,1,0,1,Room9
re,30/11/2021 10:26:55,1,0,2,Room9
ro,30/11/2021 10:27:12,1,0,5,Room9
ra,30/11/2021 10:27:26,0,1,2,Room9
ri,30/11/2021 10:27:38,1,0,1,Room9
ro,30/11/2021 10:27:50,1,0,1,Room9
ri,30/11/2021 10:28:02,1,0,1,Room9
ru,30/11/2021 10:28:13,1,0,1,Room9
ri,30/11/2021 10:28:24,1,0,1,Room9
ro,30/11/2021 10:28:39,0,1,2,Room9
re,30/11/2021 10:28:52,1,0,1,Room9
ro,30/11/2021 10:29:03,1,0,1,Room9
ru,30/11/2021 10:29:27,1,0,3,Room9
ra,30/11/2021 10:29:39,1,0,1,Room9
ru,30/11/2021 10:29:50,1,0,1,Room9
ri,30/11/2021 10:30:02,1,0,1,Room9
ra,30/11/2021 10:30:13,1,0,2,Room9
re,30/11/2021 10:30:26,1,0,2,Room9
ri,30/11/2021 10:30:41,1,0,1,Room9
n,30/11/2021 10:31:14,1,0,1,Room10
wa,30/11/2021 10:31:28,0,1,2,Room10
wa,30/11/2021 10:31:42,1,0,3,Room10
n,30/11/2021 10:31:53,1,0,1,Room10
wa,30/11/2021 10:32:04,1,0,2,Room10
n,30/11/2021 10:32:15,1,0,1,Room10
wo,30/11/2021 10:32:31,1,0,6,Room10
n,30/11/2021 10:32:42,1,0,1,Room10
wo,30/11/2021 10:32:55,1,0,2,Room10
wa,30/11/2021 10:33:07,1,0,2,Room10
i,30/11/2021 10:39:35,1,0,1,Room11
ke,30/11/2021 10:39:47,1,0,2,Room11
a,30/11/2021 10:39:58,1,0,1,Room11
o,30/11/2021 10:40:10,1,0,1,Room11
e,30/11/2021 10:40:21,1,0,1,Room11
u,30/11/2021 10:40:32,1,0,1,Room11
a,30/11/2021 10:40:43,1,0,1,Room11
ko,30/11/2021 10:40:56,1,0,1,Room11
u,30/11/2021 10:41:06,1,0,1,Room11
su,30/11/2021 10:41:35,1,0,1,Room12
te,30/11/2021 10:41:48,1,0,3,Room12
sa,30/11/2021 10:41:59,1,0,1,Room12
so,30/11/2021 10:42:12,0,1,2,Room12
to,30/11/2021 10:42:26,1,0,1,Room12
shi,30/11/2021 10:42:36,1,0,1,Room12
tsu,30/11/2021 10:42:49,1,0,1,Room12
so,30/11/2021 10:43:01,1,0,1,Room12
su,30/11/2021 10:43:11,1,0,1,Room12
sa,30/11/2021 10:43:22,1,0,2,Room12
tsu,30/11/2021 10:43:37,1,0,1,Room12
chi,30/11/2021 10:43:47,1,0,1,Room12
nu,30/11/2021 10:44:38,1,0,2,Room13
ni,30/11/2021 10:44:49,1,0,2,Room13
ne,30/11/2021 10:45:01,1,0,1,Room13
fu,30/11/2021 10:45:11,1,0,1,Room13
ni,30/11/2021 10:45:21,1,0,1,Room13
nu,30/11/2021 10:45:33,1,0,2,Room13
he,30/11/2021 10:45:43,1,0,1,Room13
no,30/11/2021 10:45:54,1,0,1,Room13
hi,30/11/2021 10:46:08,1,0,5,Room13
ne,30/11/2021 10:46:19,1,0,2,Room13
nu,30/11/2021 10:46:31,1,0,2,Room13
fu,30/11/2021 10:46:42,1,0,1,Room13
ha,30/11/2021 10:46:53,1,0,2,Room13
ma,30/11/2021 10:52:38,1,0,1,Room14
mi,30/11/2021 10:52:53,0,1,4,Room14
mo,30/11/2021 10:53:09,1,0,4,Room14
yo,30/11/2021 10:53:20,1,0,2,Room14
ya,30/11/2021 10:53:33,1,0,2,Room14
mu,30/11/2021 10:53:45,1,0,3,Room14
mo,30/11/2021 10:53:57,1,0,2,Room14
ya,30/11/2021 10:54:09,1,0,2,Room14
yu,30/11/2021 10:54:20,1,0,1,Room14
yo,30/11/2021 10:54:32,1,0,2,Room14
me,30/11/2021 10:54:46,0,1,2,Room14
ma,30/11/2021 10:55:00,1,0,1,Room14
mo,30/11/2021 10:55:13,1,0,3,Room14
yu,30/11/2021 10:55:24,1,0,1,Room14
me,30/11/2021 10:55:39,0,1,3,Room14
mi,30/11/2021 10:55:53,1,0,2,Room14
n,30/11/2021 10:56:18,1,0,1,Room15
ru,30/11/2021 10:56:32,0,1,2,Room15
wa,30/11/2021 10:56:49,0,1,4,Room15
ra,30/11/2021 10:57:04,1,0,2,Room15
n,30/11/2021 10:57:14,1,0,1,Room15
ru,30/11/2021 10:57:25,1,0,2,Room15
n,30/11/2021 10:57:36,1,0,1,Room15
ru,30/11/2021 10:57:48,1,0,2,Room15
wo,30/11/2021 10:58:01,1,0,2,Room15
ru,30/11/2021 10:58:13,1,0,1,Room15
n,30/11/2021 10:58:26,1,0,1,Room15

