Response Sound,Response Date,Correct Response,Incorrect Response,Response Time,Room Encounterd In
mu,11/27/2021 9:26:25 PM,1,0,1,Room7
ya,11/27/2021 9:26:56 PM,1,0,5,Room8
yo,11/27/2021 9:27:07 PM,1,0,1,Room8
ya,11/27/2021 9:27:17 PM,1,0,1,Room8
yu,11/27/2021 9:27:28 PM,1,0,1,Room8
ya,11/27/2021 9:27:38 PM,1,0,1,Room8
yu,11/27/2021 9:27:49 PM,1,0,1,Room8
yo,11/27/2021 9:27:59 PM,1,0,1,Room8
yu,11/27/2021 9:28:10 PM,1,0,1,Room8
yo,11/27/2021 9:28:21 PM,1,0,1,Room8
ra,11/27/2021 9:28:54 PM,1,0,1,Room9
ro,11/27/2021 9:29:07 PM,0,1,2,Room9
ri,11/27/2021 9:29:20 PM,1,0,1,Room9
ra,11/27/2021 9:29:30 PM,1,0,1,Room9
re,11/27/2021 9:29:41 PM,1,0,1,Room9
ra,11/27/2021 9:29:52 PM,1,0,2,Room9
ru,11/27/2021 9:30:05 PM,1,0,2,Room9
ro,11/27/2021 9:30:15 PM,1,0,1,Room9
re,11/27/2021 9:30:26 PM,1,0,1,Room9
ri,11/27/2021 9:30:37 PM,1,0,2,Room9
wa,11/27/2021 9:31:07 PM,1,0,4,Room10
n,11/27/2021 9:31:17 PM,1,0,1,Room10
wa,11/27/2021 9:31:28 PM,1,0,2,Room10
n,11/27/2021 9:31:38 PM,1,0,1,Room10
wa,11/27/2021 9:31:50 PM,1,0,2,Room10
n,11/27/2021 9:32:01 PM,1,0,1,Room10
wo,11/27/2021 9:32:13 PM,1,0,1,Room10
wa,11/27/2021 9:32:23 PM,1,0,1,Room10
wo,11/27/2021 9:32:36 PM,1,0,4,Room10
n,11/27/2021 9:32:48 PM,1,0,1,Room10
wa,11/27/2021 9:33:00 PM,1,0,2,Room10
ri,11/27/2021 9:33:38 PM,1,0,1,Room15
ra,11/27/2021 9:33:48 PM,1,0,1,Room15
n,11/27/2021 9:33:59 PM,1,0,1,Room15
ro,11/27/2021 9:34:13 PM,1,0,4,Room15
wa,11/27/2021 9:34:30 PM,1,0,6,Room15
wo,11/27/2021 9:34:42 PM,1,0,3,Room15
n,11/27/2021 9:34:54 PM,1,0,2,Room15
re,11/27/2021 9:35:08 PM,0,1,1,Room15
wa,11/27/2021 9:35:23 PM,1,0,3,Room15
re,11/27/2021 9:35:35 PM,1,0,2,Room15
ru,11/27/2021 9:35:51 PM,1,0,6,Room15
ya,11/27/2021 9:36:41 PM,1,0,1,Room14
mu,11/27/2021 9:36:52 PM,1,0,1,Room14
ya,11/27/2021 9:37:02 PM,1,0,1,Room14
mo,11/27/2021 9:37:13 PM,1,0,2,Room14
yo,11/27/2021 9:37:23 PM,1,0,1,Room14
mu,11/27/2021 9:37:35 PM,1,0,1,Room14
yo,11/27/2021 9:37:45 PM,1,0,1,Room14
yu,11/27/2021 9:37:57 PM,1,0,2,Room14
ma,11/27/2021 9:38:15 PM,1,0,8,Room14
yo,11/27/2021 9:38:26 PM,1,0,1,Room14
mu,11/27/2021 9:38:36 PM,1,0,1,Room14
yo,11/27/2021 9:38:46 PM,1,0,1,Room14
mu,11/27/2021 9:38:56 PM,1,0,1,Room14
yo,11/27/2021 9:39:07 PM,1,0,1,Room14
yu,11/27/2021 9:39:17 PM,1,0,1,Room14
mi,11/27/2021 9:39:30 PM,1,0,2,Room14
ya,11/27/2021 9:39:42 PM,1,0,2,Room14
mi,11/27/2021 9:39:53 PM,1,0,1,Room14
mu,11/27/2021 9:40:06 PM,0,1,1,Room14
yu,11/27/2021 9:40:18 PM,1,0,1,Room14
ni,11/27/2021 9:40:46 PM,1,0,1,Room13
he,11/27/2021 9:40:56 PM,1,0,1,Room13
no,11/27/2021 9:41:07 PM,1,0,1,Room13
he,11/27/2021 9:41:18 PM,1,0,1,Room13
nu,11/27/2021 9:41:29 PM,1,0,1,Room13
he,11/27/2021 9:41:39 PM,1,0,1,Room13
ha,11/27/2021 9:41:51 PM,1,0,3,Room13
he,11/27/2021 9:42:01 PM,1,0,1,Room13
fu,11/27/2021 9:42:13 PM,1,0,2,Room13
no,11/27/2021 9:42:24 PM,1,0,1,Room13
ho,11/27/2021 9:42:36 PM,1,0,3,Room13
na,11/27/2021 9:42:48 PM,1,0,2,Room13
ni,11/27/2021 9:42:59 PM,1,0,1,Room13
ne,11/27/2021 9:43:13 PM,1,0,4,Room13
fu,11/27/2021 9:43:24 PM,1,0,1,Room13
se,11/27/2021 9:43:46 PM,1,0,1,Room12
te,11/27/2021 9:43:57 PM,1,0,1,Room12
su,11/27/2021 9:44:08 PM,1,0,1,Room12
shi,11/27/2021 9:44:18 PM,1,0,1,Room12
sa,11/27/2021 9:44:29 PM,1,0,2,Room12
chi,11/27/2021 9:44:40 PM,1,0,2,Room12
shi,11/27/2021 9:44:51 PM,1,0,1,Room12
te,11/27/2021 9:45:02 PM,1,0,1,Room12
se,11/27/2021 9:45:13 PM,1,0,1,Room12
so,11/27/2021 9:45:24 PM,1,0,1,Room12
sa,11/27/2021 9:45:38 PM,0,1,3,Room12
te,11/27/2021 9:45:52 PM,1,0,2,Room12
ke,11/27/2021 9:46:16 PM,1,0,2,Room11
ka,11/27/2021 9:46:26 PM,1,0,1,Room11
a,11/27/2021 9:46:36 PM,1,0,1,Room11
ki,11/27/2021 9:46:46 PM,1,0,1,Room11
u,11/27/2021 9:47:01 PM,1,0,5,Room11
ko,11/27/2021 9:47:14 PM,1,0,2,Room11
e,11/27/2021 9:47:26 PM,1,0,2,Room11
ki,11/27/2021 9:47:38 PM,1,0,2,Room11
ke,11/27/2021 9:47:49 PM,1,0,1,Room11
a,11/27/2021 9:48:02 PM,0,1,1,Room11
ka,11/27/2021 9:48:14 PM,1,0,1,Room11

